Organization,Account,Report_Year_End,Report_Month_End,Incentive,Have_Target,Scope3,Savings_Proj_10,Invest_10,Year_MWh,Year_Scope1,Year_Scope2,CDP_Report,Savings_Proj,Savings_Real,Invest,Intensity_FTE,Intensity_Rev
"Rockwell Collins, Inc.",15904,2013,9,0,1,17933,,,283274,18100,120300,2014,9140,5140,14010000,7.54,30
Rockwell Automation,15913,2013,9,0,1,22400,,,216100,38880,105120,2014,2000,17,4,6.54,22.66
Reynolds American Inc.,15774,2013,12,1,1,0,,,910045,109535,167019,2014,0,0,0,53.2,33.6
"Republic Services, Inc.",15670,2013,12,1,0,245000,,,7486573,15822235,240778,2014,2678209,500000,0,518,0.002
"Zimmer Holdings, Inc.",21063,2013,12,0,0,0,,,237418,8622,54166,2014,,,,8.02,0
"Yum! Brands, Inc.",20917,2013,12,1,1,12125,,,3824208,82543,2757423,2014,99000,51065,27099600,6.1,0.000273
Xylem Inc,36718,2013,12,1,1,4008,,,267920,35553,40397,2014,4267.15,4267.15,0,6.08,1.98E-05
UPS,19898,2013,12,1,1,11858000,,,47898800,11770000,828000,2014,107000,107000,190000000,40.82,0.000227
Spansion Inc.,30832,2013,12,0,1,0,,,371631,77149,190453,2014,3215,3233,247018,73,0.000275
Varian Medical Systems Inc,22874,2013,9,0,1,669561,,,127558,32449,21312,2014,6359,6359,229349,8.4,1.83E-05
Oracle Corporation,14013,2013,12,1,1,359774.42,,,849327,14764,426026,2014,16300,8800,3975000,3.65,11.74
Omnicom Group Inc.,13884,2013,12,1,0,157985,,,213594,65592,85625,2014,1000,1000,0,2.1,1.00E-05
OGE Energy Corporation,13813,2013,12,0,0,0,,,72007993,20630659,706661,2014,0,4830,0,6527.2,0.0074
"Office Depot, Inc.",13779,2013,12,0,0,0,,,0,47700,495700,2014,0,0,0,,
Occidental Petroleum Corporation,13649,2013,12,1,0,0,,,0,12500000,5200000,2014,2000000,0,0,1372,0.000723
NVIDIA Corporation,13604,2014,1,0,1,30997,,,130539,2743,48659,2014,538,538,523000,4.94489578,1.25E-05
NRG Energy Inc,13562,2013,12,1,1,8557,,,285866475,76721124,1237050,2014,0,2221,222745,9940,6902
Northrop Grumman Corp,13488,2013,12,1,1,986720,,,1785684,148470,460577,2014,68234,34283,10300000,9.33,2.43E-05
Northern Trust,13486,2013,12,0,0,14733,,,116094,3143,51241,2014,3245.32,3245,0,3.73,1.32E-05
Northeast Utilities,13483,2013,12,1,1,2286,,,6487724,1962008,634665,2014,4962831,4962831,1791417982,298.57,0.36
Norfolk Southern Corp.,13425,2013,12,1,1,7286,,,20923915,5088315,260791.99,2014,303181,121872.91,2091706,177.6934831,0.0004757
"Noble Energy, Inc.",13395,2013,12,0,0,7645.9,,,4399844,2912516,31653,2014,127174,127174,7380000,1165,0.000587
NiSource Inc.,13314,2013,12,1,0,2567492,,,0,19146240.11,307278.12,2014,33245,33245,0,2294,0.0034
Newmont Mining Corporation,13117,2013,12,1,1,4612.4,,,18453125.8,4402779.5,1205633.1,2014,48840,47171,4989000,365,0.492
Newfield Exploration Co,32193,2013,12,1,0,1173.5,,,736578,671843,34536.4,2014,132432,98765,402750000,481.2,0.0004
Newell Rubbermaid Inc.,13121,2013,12,0,1,456249.06,,,597693.89,25862.61,285206.92,2014,0,1327,0,15.95,54.65
NetApp Inc.,13024,2013,12,1,0,50642,,,310067,6170,128757,2014,14808,14455,185000,10.571,2.10E-05
Navistar International Corporation,12893,2013,12,0,1,20000000,,,1157291,138130,304191,2014,44000,2200,0,29.9,41
Outerwall,41410,2013,12,1,1,26814,,,66729,12826,6758,2014,0,387,0,6.76,8.49E-06
Motorola Solutions,32491,2013,12,1,1,89397,,,316214,27426,159543,2014,35685,35685,347674,8,21
Owens Corning,14132,2013,12,1,1,22687,,,8745057,2542781,1511637,2014,53247,39648,4672091,270,736
Pall Corporation,14268,2013,7,1,1,0,,,342670,26521,1062912,2014,13000,13000,0,13.48,50
Valspar Corporation,33224,2013,12,1,0,665.21,,,23100,1695,7,2014,,,,,
QLogic Corp.,15400,2013,12,0,0,0,,,15171,0,10458,2014,,,,0,0
"Prudential Financial, Inc.",15306,2013,12,1,1,12273,,,131467.5,6053,67254,2014,2588,2628,12552500,1.47,15936
Prologis,15169,2013,12,1,1,9837,,,18287.47,2262,5574,2014,80,80,0,5.381646463,4.48E-06
Procter & Gamble Company,15132,2013,6,1,1,0,,,18374860.45,2767000,2971000,2014,0,0,0,47.81667,6.82E-05
"Principal Financial Group, Inc.",15097,2013,12,1,1,19616.84,,,106168.03,5751.48,55131.81,2014,3808,3808,2169850,6.254705,6.553991
PRESTIGE MAINTENANCE USA,29475,2013,12,0,0,0,,,31688129.75,1990.7,202.4,2014,,,,14.52,29.06
"Praxair, Inc.",15027,2013,12,1,1,2850400,,,25172000,6152000,11883000,2014,598000,452438,107461000,654,0.001512
"PPG Industries, Inc.",14926,2013,12,1,1,0,,,7931499,1122000,943000,2014,0,0,0,49.2,0.00013675
"PNC Financial Services Group, Inc.",14830,2013,12,1,1,157031.95,,,762992,46582,377036,2014,0,0,0,7.79,2.65E-05
Plum Creek Timber Co. Inc.,14854,2013,12,1,1,320142,,,490764,38436,110332,2014,4978138,5289138.27,42688967,113.7,0.000111
Pitney Bowes Inc.,14821,2013,12,1,0,20310,,,242382,29150,46973,2014,9873,9873,40490,4.73,2.00E-05
Pinnacle West Capital Corporation,14783,2013,12,1,1,0,,,32464,14227295,18466,2014,,,,2135,0.004
Philip Morris International,14712,2013,12,1,1,5320234,,,2539347,420206.6,408200,2014,169000,92130,21555200,9.09,1.04E-05
PG&E Corporation,14678,2013,12,1,1,54119785,,,18805384,4105291,1262066,2014,172485,171632,18822185,261,0.00036
Pfizer Inc.,14683,2013,12,1,1,3972743,,,5997205,959865,705558,2014,44022,18302,7171856,21.43,3.23E-05
"PerkinElmer, Inc.",14590,2013,12,1,1,11107,,,0,18226,26126,2014,480,80,0,,0.02
Pericom Semiconductor Corp.,35286,2013,12,0,0,0,,,1481,1004,133,2014,,,,1137,1137
Quest Diagnostics Incorporated,15440,2013,12,1,0,44015,,,645107,83828,175501,2014,2392,2392,1381518,6.33,36.3
"Pepco Holdings, Inc.",14578,2013,12,1,1,16570,,,768531,217588,1185540,2014,87213,71438,15907427,279.23,1225
Parker-Hannifin Corporation,14360,2013,12,0,1,26049,,,1328835,79420,547481,2014,117460,22335,44575000,9.8,0.046
PaperWorks Industries Inc,37621,2013,12,0,1,0,,,909040,161589,118613,2014,1041,520.5,317000,0.45,458
Owens-Illinois,22322,2013,12,1,1,0,,,21143000,4703000,1673000,2014,0,0,0,283,0.00092
Motorola Mobility,31487,2013,12,0,0,0,,,0,5374,42446,2014,,,,,
Ormat Technologies Inc,14061,2013,12,,0,4220,,,0,3758,3152,2014,0,0,0,,
Morgan Stanley,12406,2013,12,1,1,1641061,,,841602.35,30446,308966,2014,1732.19,1354.65,3765583,6.08386231,1.05E-05
"Lowe's Companies, Inc.",11017,2013,12,0,0,6326,,,6430043,335731,2623838,2014,600000,600900,0,12.67,5.54E-05
Lockheed Martin Corporation,10820,2013,10,1,1,115421800,,,2950230,241148,866684,2014,45800,29240,10490000,9.63,2.40E-05
Lincoln National Corporation,10696,2013,12,1,0,27170,,,83020,3715,15219,2014,0,60,52358,2.17,1.58
"L Brands, Inc.",10733,2013,12,0,0,524706,,,622183,25642,293683,2014,980,980,0,0.026019249,2.90E-05
"Lexmark International, Inc.",10666,2013,12,1,1,7974,,,237506,15624,100454,2014,3200,3200,21000000,9.8,3.20E-05
"Level 3 Communications, Inc.",33282,2013,12,1,1,6063,,,1316557,14395,570792,2014,47138,36142,3000000,66.8,0.00011
"Legg Mason, Inc.",10612,2013,12,1,1,6565,,,15620,510,4411,2014,1985,1985,3465,1.7,0.0018
Layne Christensen Company,35217,2014,1,1,0,0,,,329546,59264,5965,2014,1091,1091,2385407,15.98,7.59E-05
Las Vegas Sands Corporation,10494,2013,12,1,1,82933,,,2070053,226137,872186,2014,45218,30875,9636865,23.96,7.58E-05
Kroger,10331,2014,2,1,0,0,,,10590848,2189672,4147863,2014,108216,40977,26871862,16.9,6.44E-05
Kraft Foods,10312,2013,12,1,1,18630000,,,3610878,478276,663394,2014,34100,8150,2678000,49.62,6.11E-05
Kohl's Corporation,10233,2013,12,1,1,6684,,,1524831,35580,832431,2014,3914,3914,0,6.48,4.57E-05
KNOLL INC,10222,2013,12,1,1,2170.1,,,140997,15870,36091,2014,5196,1529.1,340000,0.059,15808
Kimco Realty,10143,2013,12,1,1,94181.82,,,153666.8,3948.02,66944.43,2014,4333,1813,1129383,112.17,4.40E-05
Kimberly-Clark Corporation,10148,2013,12,1,1,676972,,,18167318,2266653,2856488,2014,190000,70000,27000000,89.88,240.59
KeyCorp,10109,2013,12,1,1,9203,,,221786,14583,70125,2014,3700,3700,6000000,5.73,2.06E-05
Kellogg Company,10056,2013,12,1,1,12554701,,,4272139,579557,710498,2014,15185,8191,102460,42.6,8.70E-05
"Juniper Networks, Inc.",9902,2013,12,1,1,97205,,,209474,4081,94822,2014,32500,9500,1042100000,12.44,2.10E-05
Visteon,20265,2013,12,1,1,6097,,,914644.53,55038.46,298903.75,2014,7600,1105,94500,,36.85
Visa,22867,2013,12,1,0,24617,,,559207,7560,73153,2014,31.06,0,0,8.761,6.60E-06
VF Corporation,22872,2013,12,1,1,35439,,,815692,84702,178783,2014,3517,3498,644138,0.6,2.66E-05
Verizon Communications Inc.,20175,2013,12,1,1,57213,,,12692187.05,438413.76,5047405.81,2014,277000,78715.93,100000000,30.1584364,4.55E-05
"Macy's, Inc.",11141,2014,1,1,0,0,,,0,0,0,2014,0,3500,0,,
ManpowerGroup,40344,2013,12,0,1,7124,,,154467,19267.35,16661.32,2014,410.82,410.82,0,1.330691374,1.77E-06
"L-3 Communications Holdings, Inc.",10392,2013,12,,,0,,,0,0,0,2014,,,,,
Monsanto Company,12330,2013,12,1,0,0,,,6196,1450000,565000,2014,0,14500,0,91.78,0.0001353
Markel Corporation,33085,2013,12,0,,0,,,0,0,0,2014,,,,,
Mondelez International Inc,42037,2013,12,1,1,17526500,,,7377829,1080025,988185,2014,83261,83105,6169350,19.33,5.86E-05
Molson Coors Brewing Company,12348,2013,12,1,1,3512294,,,1230304,206749,123415,2014,4095,2303,1395000,35.7,7.80E-05
Molex Incorporated,12363,2013,6,0,1,3817,,,510680,14418,283521,2014,,,,,8.23E-05
ModusLink Corporation,41519,2013,7,0,1,0,,,40486,2259,16790,2014,1000,1000,456000,5.9,2.50E-05
Microsoft Corporation,11930,2013,6,1,1,7690839,,,2897675,39665,1277364,2014,566968,548154,7500130,3.09,3.93E-06
"Micron Technology, Inc.",11905,2013,12,,,0,,,2848331,812125,1260619,2014,,,,104,0.000105
MGM Resorts International,11876,2013,12,1,1,0,,,2378390,223865,747180,2014,21601,10048,0,16.46,9.90E-05
"Merck & Co., Inc.",11765,2013,12,1,1,413600,,,7068000,1051600,808700,2014,106124,61478,9204500,24,4.20E-05
"Medtronic, Inc.",11651,2014,4,0,1,252332,,,527876,29182,172728,2014,1918327,2000000,1000000,4.63,11.7
MeadWestvaco Corp.,11607,2013,12,1,1,2353400,,,30141133,2777007,577642,2014,604000,584700,766960000,210,0.0006
Microchip Technology,11904,2013,12,1,1,1923,,,410980,182382,169666,2014,210,210,0,35.81,162.27
Mars,11382,2013,12,1,1,13065000,,,7892600,818000,1110000,2014,633700,58700,50000000,25.7,58.4
McGraw Hill Financial Inc.,11584,2013,12,1,1,10929.9,,,182729.3,17029,47192,2014,511,510.9,14241,3.8,13.2
McDonald's Corporation,11581,2013,12,1,1,42880099,,,4093212,216206,1674777,2014,235051,235051,0,5.529189951,6.73E-05
"McCormick & Company, Incorporated",11566,2013,11,1,1,0,,,238536,23391,63855,2014,3492,778,615000,7.5,2.10E-05
"Mattel, Inc.",11547,2013,12,1,1,105904.92,,,389363.76,14823.7,189651.7,2014,853,313,0,211489.76,117988
MasterCard Incorporated,11421,2013,12,0,0,0,,,61076,3041.6,34456,2014,0,0,0,,
Masco Corporation,11411,2013,12,1,1,11725.54,,,1024500,124217,205344,2014,0,0,0,10.3,4.03E-05
"Marvell Technology Group, Ltd.",11401,2014,1,1,1,13123,,,79029.4,1655,48194,2014,5940,3741,6500000,6.6,1.49E-05
"Marsh & McLennan Companies, Inc.",11383,2013,12,1,1,52040.63,,,265741.29,6067.64,103030.88,2014,27899,27899,1145000,1.757782348,8.90E-06
Mead Johnson Nutrition Company,22339,2013,12,1,1,32088.65,,,520905,50152.39,117669.31,2014,3172,236,532392,23.30861111,0.039950961
"Marriott International, Inc.",11329,2013,12,1,1,4758037,,,8475711,665155,2800632,2014,33500,60200,20051000,28.18,
Costco Wholesale Corporation,3944,2014,12,0,0,0,,,7629679,708876,1276029,2015,0,0,0,0,1841870
Costco Wholesale Corporation,3944,2013,12,,,,,,,429980,1233973,2015,,,,,
Costco Wholesale Corporation,3944,2012,12,,,,,,,391848,1168576,2015,,,,,
CSX Corporation,4120,2014,12,1,1,3122171,,,22399261,5512604,327528,2015,297300,297300,1611600000,182.5,0.000460978
Cummins Inc.,4136,2014,12,1,1,918884285,,,2199382,292559,554816,2015,42285,31010,14182000,15.52,5.03E-05
CVS Health,4151,2014,12,1,1,78350,,,3711600,185550,1467700,2015,33290,33375,14455500,7.6,1.19E-05
"Constellation Brands, Inc.",3795,2015,2,1,1,521535,,,850384,159460,47894,2015,489.15,454.75,205716,30,31
Covanta Energy Corporation,3989,2014,12,1,1,0,,,41736616,4887074,25145,2015,21000,21000,0,1572,0.0029
"Consolidated Edison, Inc.",3776,2014,12,1,1,21586095.5,,,161330.7,3155618,1085246,2015,0,0,0,290.5,0.00033
Clorox Company,3507,2014,12,1,1,131754,,,735787,80682,248623,2015,16306,16306,200000,42.77,59
ConocoPhillips,3751,2014,12,1,1,215689634,,,73355210,26039254,1421411,2015,1346652,892652,21865269,1438,0.000495
"ConAgra Foods, Inc.",3732,2014,5,1,1,914266,,,7592775,1078551,1078707,2015,89982,7298,566512,68,0.000122
Dynatrace,3688,2014,12,1,0,0,,,0,0,0,2015,0,0,0,,
Compatico,44653,2014,12,0,1,0,,,200.91,147.28,46.38,2015,0,0,376,,1.92E-05
Comerica Incorporated,3640,2014,12,1,1,48729.36,,,146939,8523,64677,2015,10073,2670,2405500,8.25,2.80E-05
Colgate Palmolive Company,3551,2014,12,1,1,1255814,,,1932026,225243,430912,2015,24440,5939,3367502,17.405,3.80E-05
Cognizant Technology Solutions Corp.,3588,2014,12,1,1,134029,,,275520,15644,188255,2015,47317,47317,4368762,0.96,20.34
"Coca-Cola Enterprises, Inc.",3565,2014,12,1,1,2459309,,,649966,105133,79117,2015,33324,13592,12735100,15.82,2.23E-05
"Coach, Inc.",3546,2014,6,1,0,13152,,,122072.45,1896,56951,2015,570,570,0,4.37,1.22E-05
CMS Energy Corporation,3538,2014,12,0,1,17931252,,,115724,16997509,44001,2015,1241149,1241149,609080775,2200,0.00237
"Darden Restaurants, Inc.",4322,2014,5,1,1,7029,,,3452327,401614,745996,2015,7809,5122,3500,5.56,0.000131
CONSOL Energy Inc.,3768,2014,12,0,0,92826738,,,4162165.97,7549966.24,7856046.81,2015,683100,683100,19200000,4018.26,443.2
"Davies Office Refurbising, Inc.",35313,2014,12,,1,0,,,5200.08,866.65,218.89,2015,0,0,0,,42.48
Entergy Corporation,5653,2014,12,1,1,6369784,,,146737882,34185327,286296,2015,6297785,4082904,831400000,2622.1,2810.6
Deere & Company,4365,2014,10,1,1,704614.3,,,3795875.6,444538.5,978929.3,2015,9634.5,9634.5,0,23.9,39.5
Citigroup Inc.,3398,2014,12,1,1,217050,,,1987991.16,31432.75,892819.15,2015,32045,32045,6117781,3.54,1.20E-05
"EOG Resources, Inc.",5767,2014,12,0,0,0,,,0,6723280,0,2015,0,0,0,2480,0.0004
Energen Corp.,40269,2015,9,,,0,,,0,0,0,2015,,,,,
Emerson Electric Co.,5521,2014,12,0,0,0,,,1431.38,208952,761996,2015,,,,,
EMC Corporation,5395,2014,12,1,1,4846663,,,1142953,49958,405985,2015,8530,134286,2154671,6.31,1.87E-05
Eli Lilly & Co.,5377,2014,12,1,1,289249,,,3568190,445115,1105600,2015,26070,12091,2825000,39.6,79.1
Edwards Lifesciences Corp,36602,2014,12,1,1,38150,,,102602,8014,30756,2015,0,0,0,4.3,1.67E-05
"Ecova, Inc.",37523,2014,12,1,1,2181,,,7151,165,3093,2015,167,182,58500,2.61,1.86
Ecolab Inc.,5154,2014,12,1,1,10331532,,,2264003,419754,253964,2015,4925,2933,3337121,14.3,46.9
eBay Inc.,5197,2014,12,0,0,38312,,,716353,41102,229274,2015,180.15,180,0,7.81,1.50E-05
Eaton Corporation,5194,2014,9,1,1,33240000,,,1926300,120200,669900,2015,20892,11887,5366421,7.7,4.88E-05
Dean Foods Company,4392,2014,12,1,1,18885,,,3077088.63,567635.8,468683.4,2015,1483,1482.72,398207,60.09,109.04
Eastman Chemical Company,5169,2014,12,1,1,10789683,,,15919496,4769635,1213395,2015,245300,190800,31600000,472,0.0007
Dunkin' Brands Group,40271,2014,12,0,0,0,,,27023.44,4101,3920,2015,194,0,0,7.4,1.46E-05
Duke Energy Corporation,5052,2014,12,0,1,0,,,456403178,126000000,0,2015,100000,100000,0,0.0044,0.0053
DTE Energy Company,5021,2014,12,1,1,17254698,,,118000000,35600000,2300000,2015,0,27942.28,369592,3791,3082
Dr Pepper Snapple Group Inc,4895,2014,12,1,1,131357,,,1487090,251737,165321,2015,0,44727,356000,21.95,6.81E-05
Dover Corporation,4822,2014,12,0,1,0,,,609140,116213,171286,2015,9167.38,8282.39,512847,10.65,3.93E-05
DIRECTV,4773,2014,12,1,1,3835668,,,641701,100519,98652,2015,7425,3099,950000,6.7,6.00E-06
Diebold,4719,2014,12,0,0,4586,,,2786878.05,121425,30316,2015,362,361.51,1700000,9.4,5.00E-05
DENTSPLY International Inc.,4562,2014,12,0,0,0,,,233665,4900,89052,2015,0,147,400000,8.09,3.21E-05
Delta Air Lines,4408,2015,1,1,1,4445233.06,,,154457426.1,34112774.27,336787.18,2015,178610,159544,0,429.04,0.000854
Dell Inc.,4433,2015,1,1,1,13979288,,,807207,38466,238471,2015,10517,10517,1050000,2.7,
E.I. du Pont de Nemours and Company,5115,2014,12,1,1,2953321,,,42616484,13393438,4648097,2015,167240,320000,34900000,274,0.00052
"Cisco Systems, Inc.",3329,2014,7,1,1,34502273,,,1792445,49901,710037,2015,901766,467591,10189000,3.555,6.50E-06
Las Vegas Sands Corporation,10494,2014,12,1,1,56530,,,2051210,236008,846657,2015,120774,88836,26107161,22.87,7.02E-05
Cigna,3352,2014,12,1,1,22707,,,228974,11908,78717,2015,6438,922,993166,2.44,2.60E-06
MasterCard Incorporated,11421,2014,12,0,0,0,,,63387,2747,41994,2015,0,0,0,,
"Marvell Technology Group, Ltd.",11401,2015,2,1,1,11266,,,75941,1526,47713,2015,8750,25,500000,6.49,1.33E-05
"Marsh & McLennan Companies, Inc.",11383,2014,12,1,1,64205,,,220583.28,7054,93536,2015,0,4691,312000,1.76472355,7.70E-06
Mars,11382,2014,12,1,1,13065000,,,6029589,694075,1153582,2015,625000,50000,50000000,26.1,59.4
"Marriott International, Inc.",11329,2014,12,1,1,3124322,,,9297620,670092,3101736,2015,71300,127620,39075300,30.54,
Markel Corporation,33085,2015,1,,,0,,,0,0,0,2015,,,,,
ManpowerGroup,40344,2014,12,0,1,17413,,,156509,22931,15579,2015,682,671,0,1.481145195,1.85E-07
"Macy's, Inc.",11141,2015,1,1,0,0,,,0,0,0,2015,0,0,0,,
Macerich Co.,40342,2014,12,1,1,278490,,,347067,28540,99019,2015,11535,16131,14385961,119.86,0.0001155
"Lowe's Companies, Inc.",11017,2014,12,0,1,660842,,,6466869,365484,2562420,2015,669000,669000,0,12.27,5.21E-05
"Mattel, Inc.",11547,2014,12,1,1,107382.45,,,386067.66,14901.04,188370.24,2015,5006,3019,0,213803,122972
Lockheed Martin Corporation,10820,2014,10,1,1,87949948,,,2859990,244179,913922,2015,36100,21800,19212800,10.34,2.50E-05
Lincoln National Corporation,10696,2012,12,,,,,,,3427,15397,2015,,,,,
Lincoln National Corporation,10696,2014,12,1,0,39982,,,45223,3842,15562,2015,0,78,207000,2.02,1.43
"Lexmark International, Inc.",10666,2014,12,1,1,11553,,,152378436,20461,100036,2015,408,208,100000,10.1,3.30E-05
Levi Strauss & Co.,10661,2014,11,1,1,0,,,183800,11906,56986,2015,6869,6869,0,5.58,1.40E-05
"Level 3 Communications, Inc.",33282,2014,12,1,1,11834,,,1340286,17076,563186,2015,43433,28613.4,3924352,58.8,0.0001
"Leggett & Platt, Inc.",10608,2014,12,1,0,0,,,0,0,0,2015,0,0,0,,
"Legg Mason, Inc.",10612,2014,12,1,1,3961,,,13240,195,4211,2015,2001,2001,3465,1.47,1.60E-06
Layne Christensen Company,35217,2015,1,0,0,0,,,218529,46643,2686,2015,1091,404,1800,15.18,6.17E-05
Lam Research Corp.,40327,2011,12,,,,,,,29004,36186,2015,,,,,
Estee Lauder Companies Inc.,5885,2014,6,1,1,56223,,,285449,31000,63700,2015,2709,746,849000,2.22,8.60E-05
Lincoln National Corporation,10696,2011,12,,,,,,,4193,16192,2015,,,,,
Cincinnati Financial Corporation,3358,2014,12,1,0,0,,,95283,16658,16664,2015,0,0,0,7.74,6.74
"McCormick & Company, Incorporated",11566,2014,11,1,1,0,,,277957,28370,74927,2015,4119,4119,1154000,9,2.43E-05
McGraw Hill Financial Inc.,11584,2014,12,1,1,10915,,,118305.69,8036,43423,2015,1347,1347.1,12124,3.03,10.18
Chevron Corporation,3191,2014,12,1,1,358000000,,,95797540,55746124,4686702,2015,7990343,3740000,2000000000,983.3,0.0003
CenturyLink,31497,2014,12,1,1,44012,,,1106798.9,271361.5,2080187.6,2015,6044,6044,0,52.25,0.00013041
Celgene Corporation,2982,2014,12,1,0,38573.81,,,107747.36,8831.41,14856.87,2015,4800.1,179.02,218580,4.987,3.10E-06
Motorola Solutions,32491,2014,12,1,1,77064,,,259148,25720,162400,2015,39281,38767,226420,9,32
Motorola Mobility,31487,2014,12,0,0,0,,,60274,1636,33316,2015,,,,,
Morgan Stanley,12406,2014,12,1,1,1757250,,,794800,31300,296000,2015,7419,4884,8901700,5.84,9.51E-06
Moody's Corporation,12379,2014,12,,0,0,,,0,0,0,2015,0,0,0,,
Monsanto Company,12330,2014,8,1,1,442700,,,7248000,1570000,1080000,2015,22419,559,150000,118.4,0.000167
McDonald's Corporation,11581,2014,12,1,1,38209446,,,4123017,206502,1786744,2015,8035574,8035574,0,4.74582381,7.26E-05
Mondelez International Inc,42037,2014,12,1,1,17267952,,,11330329,1061261,765933,2015,212614,212614,0,17.57,5.34E-05
Molex Incorporated,12363,2014,12,1,1,5647,,,539344,15297,298120,2015,17002,2367,1184906,5.321754817,
ModusLink Corporation,41519,2014,7,0,1,0,,,30099,1280,14709,2015,109,109,0,5.5,2.20E-05
Minntronix,32413,2015,5,0,0,0,,,0,0,0,2015,,,,,
Microsoft Corporation,11930,2014,6,1,1,8903781,,,3570438,85188,1521370,2015,527880,527484,3136047,0.839,9.95E-07
"Micron Technology, Inc.",11905,2014,12,,0,0,,,5006841,1310510,1529407,2015,0,2200,700000,95,0.0001692
Microchip Technology,11904,2014,12,1,1,4323,,,474167,170426,195903,2015,1138,1138,616000,38.99,174.67
MGM Resorts International,11876,2014,12,1,1,0,,,2329842,219208,736125,2015,11632,8760,0,15.9,9.50E-05
"Merck & Co., Inc.",11765,2014,12,1,1,6855500,,,6312000,944000,732000,2015,68600,23500,11091000,23.9,3.90E-05
MeadWestvaco Corp.,11607,2014,12,1,1,2336230,,,30031292,2717280,463091,2015,601754,554500,286900000,212,0.00056
Mead Johnson Nutrition Company,22339,2014,12,1,1,34217,,,522539,47276.54,117350.51,2015,3517.32,1340.83,812093,21.6923,0.037389608
Molson Coors Brewing Company,12348,2014,12,1,1,2314110,,,1261979,194700,119047,2015,42481,15993,9601976,34.477,7.57E-05
Exelon Corporation,6113,2014,12,1,0,93721520,,,88591280,16786457,6519495,2015,9655000,5037880,1067512000,803.85,0.01
Cargill,2802,2014,12,1,1,51939,,,53394302,9127873,5993939,2015,0,65813,73300000,93.01,0.00011
Express Scripts Holding Company,11623,2014,12,1,0,17387,,,11590.52,55,9305,2015,0,1530.7,3327959,4.1,0
"Becton, Dickinson and Co.",1639,2014,9,1,1,108705,,,8925203,69154,192270,2015,11937,9496,9995967,8.54,3.10E-05
